DMC,1499997600000,15.06
DMC,1499997660000,15.04
DMC,1499997720000,15.04
DMC,1499997780000,15.06
DMC,1499997840000,15.06
DMC,1499997900000,15.04
DMC,1499997960000,15.04
DMC,1499998020000,15.02
DMC,1499998200000,15.02
DMC,1499998320000,15.02
DMC,1499998380000,15.02
DMC,1499998440000,15.0
DMC,1499998500000,15.0
DMC,1499998560000,14.98
DMC,1499998680000,14.96
DMC,1499998740000,14.96
DMC,1499998860000,14.94
DMC,1499998920000,14.94
DMC,1499998980000,14.96
DMC,1499999040000,14.96
DMC,1499999100000,14.96
DMC,1499999160000,14.96
DMC,1499999220000,14.94
DMC,1499999280000,14.94
DMC,1499999400000,14.94
DMC,1499999460000,14.94
DMC,1499999520000,14.92
DMC,1499999640000,14.9
DMC,1499999700000,14.9
DMC,1499999760000,14.92
DMC,1499999820000,14.92
DMC,1499999880000,14.92
DMC,1499999940000,14.92
DMC,1500000000000,14.94
DMC,1500000060000,14.92
DMC,1500000180000,14.92
DMC,1500000300000,14.92
DMC,1500000360000,14.92
DMC,1500000420000,14.92
DMC,1500000480000,14.94
DMC,1500000540000,14.96
DMC,1500000600000,14.96
DMC,1500000660000,14.94
DMC,1500000720000,14.94
DMC,1500000780000,14.94
DMC,1500000840000,14.94
DMC,1500000900000,14.98
DMC,1500000960000,14.96
DMC,1500001020000,14.96
DMC,1500001080000,14.98
DMC,1500001140000,15.0
DMC,1500001200000,15.0
DMC,1500001260000,15.04
DMC,1500001320000,15.06
DMC,1500001380000,15.06
DMC,1500001440000,15.08
DMC,1500001500000,15.08
DMC,1500001560000,15.08
DMC,1500001620000,15.08
DMC,1500001680000,15.06
DMC,1500001740000,15.08
DMC,1500001800000,15.08
DMC,1500001860000,15.08
DMC,1500001920000,15.08
DMC,1500001980000,15.08
DMC,1500002040000,15.06
DMC,1500002340000,15.1
DMC,1500002400000,15.1
DMC,1500002460000,15.1
DMC,1500002520000,15.1
DMC,1500002580000,15.1
DMC,1500002640000,15.1
DMC,1500002760000,15.1
DMC,1500002820000,15.1
DMC,1500002880000,15.1
DMC,1499981340000,15.2
DMC,1499981400000,15.2
DMC,1499981460000,15.24
DMC,1499981640000,15.3
DMC,1499981700000,15.3
DMC,1499981760000,15.28
DMC,1499981820000,15.26
DMC,1499981940000,15.26
DMC,1499982000000,15.26
DMC,1499982120000,15.26
DMC,1499982180000,15.24
DMC,1499982240000,15.24
DMC,1499982360000,15.24
DMC,1499982420000,15.38
DMC,1499982480000,15.38
DMC,1499982540000,15.36
DMC,1499982600000,15.36
DMC,1499982660000,15.38
DMC,1499982720000,15.36
DMC,1499982840000,15.36
DMC,1499982900000,15.36
DMC,1499982960000,15.36
DMC,1499983020000,15.34
DMC,1499983140000,15.36
DMC,1499983260000,15.36
DMC,1499983320000,15.34
DMC,1499983440000,15.34
DMC,1499983500000,15.34
DMC,1499983560000,15.34
DMC,1499983620000,15.32
DMC,1499983680000,15.32
DMC,1499983740000,15.32
DMC,1499983800000,15.26
DMC,1499983860000,15.3
DMC,1499983920000,15.3
DMC,1499983980000,15.28
DMC,1499984040000,15.28
DMC,1499984100000,15.28
DMC,1499984280000,15.28
DMC,1499984340000,15.28
DMC,1499984400000,15.28
DMC,1499984460000,15.3
DMC,1499984520000,15.28
DMC,1499984580000,15.28
DMC,1499984640000,15.28
DMC,1499984700000,15.28
DMC,1499984880000,15.28
DMC,1499985000000,15.28
DMC,1499985060000,15.28
DMC,1499985120000,15.3
DMC,1499985180000,15.28
DMC,1499985240000,15.28
DMC,1499985300000,15.24
DMC,1499985480000,15.22
DMC,1499985540000,15.2
DMC,1499985780000,15.16
DMC,1499985840000,15.16
DMC,1499985960000,15.12
DMC,1499986200000,15.1
DMC,1499986260000,15.08
DMC,1499986320000,15.08
DMC,1499986380000,15.08
DMC,1499986440000,15.08
DMC,1499986560000,15.08
DMC,1499986620000,15.08
DMC,1499986680000,15.06
DMC,1499986740000,15.06
DMC,1499986800000,15.06
DMC,1499986860000,15.08
DMC,1499986920000,15.08
DMC,1499986980000,15.1
DMC,1499987040000,15.1
DMC,1499987100000,15.1
DMC,1499987160000,15.1
DMC,1499987220000,15.1
DMC,1499987280000,15.08
DMC,1499987340000,15.06
DMC,1499987400000,15.08
DMC,1499987520000,15.08
DMC,1499987580000,15.08
DMC,1499987640000,15.08
DMC,1499987700000,15.1
DMC,1499987760000,15.1
DMC,1499987820000,15.1
DMC,1499987880000,15.08
DMC,1499987940000,15.08
DMC,1499988000000,15.08
DMC,1499988120000,15.08
DMC,1499988180000,15.08
DMC,1499988240000,15.08
DMC,1499988300000,15.08
DMC,1499988360000,15.1
DMC,1499988420000,15.08
DMC,1499988480000,15.1
DMC,1499988540000,15.08
DMC,1499988600000,15.08
DMC,1499988660000,15.08
DMC,1499988720000,15.08
DMC,1499988780000,15.08
DMC,1499988840000,15.08
DMC,1499988900000,15.06
DMC,1499988960000,15.06
DMC,1499989020000,15.06
DMC,1499989080000,15.06
DMC,1499989140000,15.06
DMC,1499989200000,15.08
DMC,1499989260000,15.08
DMC,1499989320000,15.08
DMC,1499989380000,15.08
DMC,1499989440000,15.08
DMC,1499989500000,15.08
DMC,1499989560000,15.08
DMC,1499989620000,15.08
DMC,1499989680000,15.08
DMC,1499989740000,15.08
DMC,1499989800000,15.06
DMC,1499989860000,15.06
DMC,1499989920000,15.06
DMC,1499989980000,15.06
DMC,1499990040000,15.06
DMC,1499990100000,15.06
DMC,1499990160000,15.06
DMC,1499990220000,15.08
DMC,1499990280000,15.06
DMC,1499990340000,15.08
DMC,1499995800000,15.08
DMC,1499995860000,15.08
DMC,1499995980000,15.08
DMC,1499996280000,15.1
DMC,1499996340000,15.08
DMC,1499996460000,15.06
DMC,1499996520000,15.06
DMC,1499996640000,15.06
DMC,1499996700000,15.08
DMC,1499996760000,15.1
DMC,1499996940000,15.06
DMC,1499997060000,15.06
DMC,1499997120000,15.06
DMC,1499997180000,15.06
DMC,1499997240000,15.06
DMC,1499997300000,15.08
DMC,1499997360000,15.06
DMC,1499997480000,15.06
DMC,1499997540000,15.06
DMC,1499997600000,15.06
DMC,1499997660000,15.04
DMC,1499997720000,15.04
DMC,1499997780000,15.06
DMC,1499997840000,15.06
DMC,1499997900000,15.04
DMC,1499997960000,15.04
DMC,1499998020000,15.02
DMC,1499998200000,15.02
DMC,1499998320000,15.02
DMC,1499998380000,15.02
DMC,1499998440000,15.0
DMC,1499998500000,15.0
DMC,1499998560000,14.98
DMC,1499998680000,14.96
DMC,1499998740000,14.96
DMC,1499998860000,14.94
DMC,1499998920000,14.94
DMC,1499998980000,14.96
DMC,1499999040000,14.96
DMC,1499999100000,14.96
DMC,1499999160000,14.96
DMC,1499999220000,14.94
DMC,1499999280000,14.94
DMC,1499999400000,14.94
DMC,1499999460000,14.94
DMC,1499999520000,14.92
DMC,1499999640000,14.9
DMC,1499999700000,14.9
DMC,1499999760000,14.92
DMC,1499999820000,14.92
DMC,1499999880000,14.92
DMC,1499999940000,14.92
DMC,1500000000000,14.94
DMC,1500000060000,14.92
DMC,1500000180000,14.92
DMC,1500000300000,14.92
DMC,1500000360000,14.92
DMC,1500000420000,14.92
DMC,1500000480000,14.94
DMC,1500000540000,14.96
DMC,1500000600000,14.96
DMC,1500000660000,14.94
DMC,1500000720000,14.94
DMC,1500000780000,14.94
DMC,1500000840000,14.94
DMC,1500000900000,14.98
DMC,1500000960000,14.96
DMC,1500001020000,14.96
DMC,1500001080000,14.98
DMC,1500001140000,15.0
DMC,1500001200000,15.0
DMC,1500001260000,15.04
DMC,1500001320000,15.06
DMC,1500001380000,15.06
DMC,1500001440000,15.08
DMC,1500001500000,15.08
DMC,1500001560000,15.08
DMC,1500001620000,15.08
DMC,1500001680000,15.06
DMC,1500001740000,15.08
DMC,1500001800000,15.08
DMC,1500001860000,15.08
DMC,1500001920000,15.08
DMC,1500001980000,15.08
DMC,1500002040000,15.06
DMC,1500002340000,15.1
DMC,1500002400000,15.1
DMC,1500002460000,15.1
DMC,1500002520000,15.1
DMC,1500002580000,15.1
DMC,1500002640000,15.1
DMC,1500002760000,15.1
DMC,1500002820000,15.1
DMC,1500002880000,15.1
